seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination
11;500;10;10.0;928.248;-0.10225826639261545;-51.12913319630773;0.0009216829298690221;0.009013285305759703;8393;480;OPTIMAL
2;500;10;15.0;0.24;-0.1467551641163308;-73.3775820581654;0.0014607127508502737;0.009953399320874233;87;12;OPTIMAL
3;500;10;15.0;0.218;-0.1477404526191356;-73.8702263095678;0.0012921967293653969;0.008746397526590692;84;13;OPTIMAL
4;500;10;15.0;0.255;-0.14832639019375746;-74.16319509687872;0.0012775142668952355;0.00861285887984215;102;13;OPTIMAL
5;500;10;15.0;0.281;-0.1463051579181544;-73.1525789590772;0.0012051360348147022;0.008237139769801389;103;14;OPTIMAL
6;500;10;15.0;0.259;-0.1478833962477326;-73.9416981238663;0.0013565076125230113;0.009172818902878082;94;13;OPTIMAL
7;500;10;15.0;0.178;-0.14798894300958848;-73.99447150479423;0.0014556542761179625;0.009836236724953484;82;12;OPTIMAL
8;500;10;15.0;0.209;-0.1490742299396343;-74.53711496981714;0.0013949512638588846;0.009357427265757149;82;10;OPTIMAL
9;500;10;15.0;0.196;-0.14641628815160634;-73.20814407580318;0.0014403968384819055;0.009837681699664797;88;13;OPTIMAL
10;500;10;15.0;0.225;-0.14849476040123544;-74.24738020061771;0.0014286239095695485;0.009620702479396457;94;13;OPTIMAL
11;500;10;15.0;0.338;-0.1464827470297816;-73.2413735148908;0.001232524214410946;0.008414125481688024;103;14;OPTIMAL
2;500;10;20.0;0.557;-0.1523861262976613;-76.19306314883065;0.0014604833652029914;0.009584096667370997;135;16;OPTIMAL
3;500;10;20.0;0.303;-0.15383438886610298;-76.91719443305149;0.0010833221962916195;0.007042132804483269;128;14;OPTIMAL
4;500;10;20.0;0.433;-0.15323175239498982;-76.61587619749491;0.0014092127863851167;0.009196610783074183;145;18;OPTIMAL
5;500;10;20.0;0.554;-0.15158854064733152;-75.79427032366576;0.0014121602013662249;0.009315745077667806;134;16;OPTIMAL
6;500;10;20.0;0.317;-0.15402322578264938;-77.01161289132469;0.0015259151137022864;0.009907045550750827;125;15;OPTIMAL
7;500;10;20.0;0.188;-0.15353778450053887;-76.76889225026943;0.001507355794066606;0.00981749084741623;81;12;OPTIMAL
8;500;10;20.0;0.277;-0.15475577924611503;-77.37788962305751;0.001216770940521722;0.007862523431752663;97;11;OPTIMAL
9;500;10;20.0;0.189;-0.1526943816115391;-76.34719080576954;0.0012482016465734103;0.00817450932640657;85;14;OPTIMAL
10;500;10;20.0;0.343;-0.1542102770816585;-77.10513854082924;0.0013599561882259026;0.008818842777292783;102;14;OPTIMAL
11;500;10;20.0;0.315;-0.152688460493923;-76.3442302469615;0.0015047218420539965;0.009854849784891795;91;12;OPTIMAL
